onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.06	33.5	2	1	3.06	2.94	6.02	12	18.06	2.19	20.33	1.67	0	0	0	1	7	Imagine that you will file for bankruptcy
36.61	33.5	2	2	36.61	2.39	39.01	12	51.03	1.75	52.87	1.4	1	0	1	1	5	Imagine that you will get food poisoning
70.15	33.5	2	3	70.15	1.85	72.03	12	84.07	1.99	86.14	1.6	1	1	1	7	7	Imagine that you will go on a romantic getaway with your significant other
103.69	33.5	2	4	103.69	1.31	105.01	12	117.03	1.82	118.93	1.62	0	0	1	2	6	Imagine that you will catch one of your good friends stealing
137.23	33.5	2	5	137.23	0.76	138.02	12	150.04	3	153.13	1.82	0	1	0	7	6	Imagine that you will fulfill a promise to your friend
170.77	33.5	2	6	170.77	0.22	171.01	12	183.03	1.78	184.9	1.53	0	1	1	7	7	Imagine that you will cultivate lasting friendships at work
204.32	33.5	2	7	204.32	2.68	207.02	12	219.04	1.94	221.06	1.75	1	0	1	1	7	Imagine that there will be a natural disaster where you live
237.86	33.5	2	8	237.86	2.13	240.01	12	252.03	2	254.12	0.85	1	0	0	3	7	Imagine that you will encounter a crawling insect in your bedroom
271.4	33.5	2	9	271.4	1.59	273	12	285.03	1.95	287.06	1.57	1	1	0	7	7	Imagine that you will buy a car
304.99	33.5	2	10	304.99	1	306.01	12	318.03	2.15	320.27	1.59	1	1	0	7	7	Imagine that you will find your dream job that pays well with good hours
338.53	33.5	2	11	338.53	0.45	339	12	351.03	2.1	353.21	2.97	1	1	1	7	7	Imagine that you will see your favorite band in concert
372.08	33.5	2	12	372.08	2.91	375.01	12	387.04	1.37	388.49	1.02	1	0	0	1	7	Imagine that there will be an infestation of bugs in your home
405.62	33.5	2	13	405.62	2.37	408	12	420.03	2.72	422.83	2.07	0	0	1	1	6	Imagine that you will be diagnosed with a rare disease
439.16	33.5	2	14	439.16	1.83	441.01	12	453.04	1.57	454.69	1.3	0	1	0	7	7	Imagine that you will achieve a strong sense of self-worth
472.7	33.5	2	15	472.7	1.28	474	12	486.03	0.63	486.74	1.62	0	1	1	4	4	Imagine that you will get good medical coverage at work
506.24	33.5	2	16	506.24	0.74	506.99	12	519.02	2.49	521.59	1	0	0	0	1	6	Imagine that you will get blamed for a hazardous accident
