onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.03	33.5	1	1	3.03	2.97	6	12	18.03	4.54	22.57	3.45	1	0	1	3	7	Imagine that you will encounter a crawling insect in your bedroom
36.59	33.5	1	2	36.59	2.41	39.01	12	51.06	4.94	55.99	2.52	1	1	1	6	7	Imagine that you will buy a car
70.14	33.5	1	3	70.14	1.86	72.01	12	84.05	4.74	88.79	3.67	0	0	0	3	5	Imagine that you will catch one of your good friends stealing
103.68	33.5	1	4	103.68	1.32	105.01	12	117.04	3.28	120.33	2.1	1	1	0	6	6	Imagine that you will see your favorite band in concert
137.22	33.5	1	5	137.22	0.77	138.01	12	150.05	4.54	154.59	2.5	0	0	1	1	5	Imagine that you will get blamed for a hazardous accident
170.77	33.5	1	6	170.77	0.23	171	12	183.04	1.92	184.96	2.07	1	1	0	6	6	Imagine that you will go on a romantic getaway with your significant other
204.31	33.5	1	7	204.31	2.68	207.01	12	219.05	5.6	224.66	1.87	0	1	1	6	4	Imagine that you will fulfill a promise to your friend
237.85	33.5	1	8	237.85	2.14	240	12	252.05	1.69	253.73	1.4	0	1	0	4	4	Imagine that you will get good medical coverage at work
271.4	33.5	1	9	271.4	1.59	273	12	285.04	6.9	291.95	1.67	0	1	0	6	5	Imagine that you will cultivate lasting friendships at work
304.94	33.5	1	10	304.94	1.05	306.01	12	318.03	2.17	320.2	1.32	1	1	1	7	6	Imagine that you will find your dream job that pays well with good hours
338.48	33.5	1	11	338.48	0.51	339	12	351.04	1.87	352.91	2.7	1	0	1	1	6	Imagine that there will be an infestation of bugs in your home
372.03	33.5	1	12	372.03	2.97	375.01	12	387.05	2.07	389.12	2.55	0	0	0	2	2	Imagine that you will be diagnosed with a rare disease
405.57	33.5	1	13	405.57	2.43	408	12	420.05	2.97	423.02	2.48	1	0	0	3	5	Imagine that there will be a natural disaster where you live
439.11	33.5	1	14	439.11	1.88	441	12	453.04	2.04	455.07	1.83	0	1	1	7	5	Imagine that you will achieve a strong sense of self-worth
472.66	33.5	1	15	472.66	1.34	474.01	12	486.05	2.25	488.3	1.49	1	0	0	1	7	Imagine that you will get food poisoning
506.2	33.5	1	16	506.2	0.79	507	12	519.04	2.12	521.16	1.97	0	0	1	1	6	Imagine that you will file for bankruptcy
