onset	duration	block	trial	cue_onset	cue_duration	imagine_onset	imagine_duration	vivrating_onset	vivrating_duration	valrating_onset	valrating_duration	vivid	positive	farfuture	valRating	vivRating	event
3.07	33.5	3	1	3.07	2.83	5.92	12	17.97	2.6	20.65	3.25	0	0	1	3	4	Imagine that you will be diagnosed with a rare disease
36.61	33.5	3	2	36.61	2.1	38.75	12	50.79	3.37	54.24	1.4	0	1	0	6	3	Imagine that you will achieve a strong sense of self-worth
70.16	33.5	3	3	70.16	1.84	72.02	12	84.05	2.92	87.05	3.37	0	1	1	5	6	Imagine that you will cultivate lasting friendships at work
103.7	33.5	3	4	103.7	1.3	105.02	12	117.04	1.72	118.84	3	0	0	0	2	6	Imagine that you will file for bankruptcy
137.24	33.5	3	5	137.24	0.76	138.01	12	150.03	2.03	152.15	1.45	0	1	0	7	6	Imagine that you will fulfill a promise to your friend
170.78	33.5	3	6	170.78	0.21	171.02	12	183.04	1.22	184.34	1.03	0	0	1	2	6	Imagine that you will catch one of your good friends stealing
204.32	33.5	3	7	204.32	2.19	206.54	12	218.57	1.85	220.5	1.48	1	0	0	2	6	Imagine that there will be an infestation of bugs in your home
237.87	33.5	3	8	237.87	1.77	239.65	12	251.68	1.42	253.18	2.8	1	1	1	5	6	Imagine that you will see your favorite band in concert
271.41	33.5	3	9	271.41	1.58	273.01	12	285.03	1.95	287.07	3.79	1	1	0	4	3	Imagine that you will buy a car
304.95	33.5	3	10	304.95	1.04	306	12	318.03	4.32	322.43	1.18	0	0	0	2	5	Imagine that you will get blamed for a hazardous accident
338.49	33.5	3	11	338.49	0.5	339.01	12	351.03	2.38	353.5	2.69	1	0	1	3	4	Imagine that you will get food poisoning
372.03	33.5	3	12	372.03	2.96	375	12	387.03	2.75	389.86	1.15	1	1	0	3	5	Imagine that you will find your dream job that pays well with good hours
405.58	33.5	3	13	405.58	2.41	408.01	12	420.04	2.92	423.04	1.67	1	0	0	4	5	Imagine that you will encounter a crawling insect in your bedroom
439.12	33.5	3	14	439.12	1.87	441	12	453.03	1.62	454.73	2.12	1	1	1	7	6	Imagine that you will go on a romantic getaway with your significant other
472.66	33.5	3	15	472.66	1.33	474.01	12	486.04	1.3	487.42	2.37	0	1	1	3	4	Imagine that you will get good medical coverage at work
506.2	33.5	3	16	506.2	0.78	507	12	519.03	3.02	522.13	3.27	1	0	1	2	5	Imagine that there will be a natural disaster where you live
